
2023-01-03,130.279999,130.899994,124.169998,125.070000,124.879326,112117500
2023-01-04,126.889999,128.660004,125.080002,126.360001,126.167366,89113600
2023-01-05,127.129997,127.769997,124.760002,125.019997,124.829399,80962700
2023-01-06,126.010002,130.289993,124.889999,129.619995,129.422394,87754700
2023-01-09,130.470001,133.410004,129.889999,130.149994,129.951584,70790800
2023-01-10,130.259995,131.259995,128.119995,130.729996,130.530701,63896200
2023-01-11,131.250000,133.509995,130.460007,133.490005,133.286499,69458900
2023-01-12,133.880005,134.259995,131.440002,133.410004,133.206619,71379600
2023-01-13,132.029999,134.919998,131.660004,134.759995,134.554550,57809700
2023-01-17,134.830002,137.289993,134.130005,135.940002,135.732758,63646600
2023-01-18,136.820007,138.610001,135.029999,135.210007,135.003876,69672800
2023-01-19,134.080002,136.250000,133.770004,135.270004,135.063782,58280400
2023-01-20,135.279999,138.020004,134.220001,137.869995,137.659805,80223600
2023-01-23,138.119995,143.320007,137.899994,141.110001,140.894882,81760300
2023-01-24,140.309998,143.160004,140.300003,142.529999,142.312714,66435100
2023-01-25,140.889999,142.429993,138.809998,141.860001,141.643738,65799300
2023-01-26,143.169998,144.250000,141.899994,143.960007,143.740540,54105100
2023-01-27,143.160004,147.229996,143.080002,145.929993,145.707520,70555800
2023-01-30,144.960007,145.550003,142.850006,143.000000,142.781998,64015300
